Drug,Review,Score,Likes
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have some kind of Depressive Disorder-- Never have had a diagnosis done but I ruminate a lot. I also suffered a manic episode a few months ago which served to make me feel more trapped and hopeless than ever. I started Latuda about 6 weeks ago at 20 mg. My psych was confident about this medication. Three weeks into the treatment I began to feel way less depressed. I was socializing more, and I wouldn't get stuck in my thoughts. It was wonderful. Unfortunately it lasted only for a few days and the depression came back. I continued to work with my doctor and we increased the dosage from 40 to 60 to 80. Right now, I am tapering off of it and feeling more miserable and incapacitated than I have in my entire life. It's horrible. I feel like I don't know what to do with myself. The voice in my head is relentless. This medication made me worse, and my psych and I had very high hopes for it. I couldn't sleep on it as well. I wanted to stick it out to see if a higher does would work for me but decided that the depression I'm experiencing now is much too intense to push on through. I'm going to see her ASAP after the holidays and ask to be put on Lactimal. Maybe this will work for you, but it was not my niche. I'm giving it a two only because I experienced no side effects aside from the insomnia, and Seroquel took care of that.",0,27
Lurasidone,"<b>Latuda (lurasidone):</b>			 I've been taking latuda 40mg for almost 2 weeks. I was feeling less depressed, my mood had stabilized but I felt a lot of anxiety, more than before I started the medicine. Looking back and thinking about where I am today, irritable, angry and feeling confused. I may be having a manic episode that the medicine may have induced.",0,19
Lurasidone,<b>Latuda (lurasidone):</b>			 I tried for six months and would always wake up after only 3 hours. I was great for 4 or 5 days and then would sink into deep depression and threaten family with suicide for about 2 days. . Could never get sleep under control. Made my mood swings more dramatic. Have stopped and gone back to geodon. Just have to put more effort in personally to make myself better to get past serious depression.,0,20
Lurasidone,"<b>Latuda (lurasidone):</b>			 I was deeply suicidal for 15 years with repetitive suicidal thoughts on a daily basis. I was at the end of my rope close to killing myself and my doctor suggested latuda. I started at 80 mg 1x a day at bed time. Suicidal thoughts and constant thoughts of my 15 year old cat constantly dying largely diminished. I have a down episode once every 6 days about where I am hopeless and negative thinking again, but that lasts only a day or two. I am not missing work any more and have no problem waking up. I can only sleep 3 hours a night though after 3 months and my doctor upped me to 120 mg. Bad decision still sleepless. Going to try to go down to 40mg to help sleep will report back with results. Xanax and unisom help sleep. Well after 6 months on",0,34
Lurasidone,"<b>Latuda (lurasidone):</b>			 I started taking Latuda on the 20 mg. starter dose and am now up to 40 mg. at night.  I also take 1200 mg. per day of Lithium.  I started taking Latuda because the Lithium was not quite controlling the hypomanic break-through events.  The Latuda is amazing.  I started noticing the change about 3 days into it.  The main thing is that I feel calm, the best I have felt in about 20 years.  It does not make me that sleepy, although I used to have trouble falling asleep, and now it is no problem.  It does make me hungry, which I have to fight all day.  I will take hungry over feeling like crap any day.",0,44
Lurasidone,<b>Latuda (lurasidone):</b>			 I am bi polar 1 and I take 80 mg of Latuda and 150 mg of Lamictal. I feel wonderful. I've been healthy and stable for 8 1/2 months.,0,38
Lurasidone,"<b>Latuda (lurasidone):</b>			 Before I took latuda, my bipolar disorder was pretty much ruining my life. I started latuda and about 2 months later, while I was starting to feel so much better. I also noticed that I was starting to feel overwhelmed and was starting to become delusional and developed irrational fears such as being scared to even go outside for example. I stopped latuda and went back to feeling normal. I thought it might have just been me and my bipolar was starting to have a severe effect on my life again so just a few months ago I decided to try latuda again. And within a week I was starting to feel overwhelmed and delusional again. I will never take it again. While the medication was effective, the side effects were horrific.",0,32
Lurasidone,"<b>Latuda (lurasidone):</b>			 I recently sought help from a psychiatrist and he prescribed me starter doses of Lamictal. He also gave me samples of Latuda for if I began to notice myself experiencing an episode. I noticed that I began to have a quick decline in to depression after a hypomanic state and reluctantly began to take the Latuda. It is AMAZING. After only 5 days of use, I already feel so much better.  Today  I just noticed that I am not depressed anymore, as I was a few days ago. I am able to take better care of my body (eating better, exercise) because I already am feeling so much better. I get very sleepy and some akathisia, I just take it at night to avoid those side effects.",0,35
Lurasidone,"<b>Latuda (lurasidone):</b>			 I went through a traumatizing story but, I rather just tell you the thoughts on lutuda. Unfortunately, I'm on it due to suicidal thoughts according to these amazing doctors  (being sarcastic!). I wasn't suicidal the least. But, I've been on this medication for over a month I'm taking lutuda at 80 mg and cymbalta at 30mg. Latuda is working for depression but, I still cry everyday because of my experience which was horrible.. I'm taking cymbalta for chronic pain and its helping, I rather take only cymbalta I don't feel safe with latuda I honestly do believe latuda is for personality disorder and I don't even have that.. But, the doctors keep giving me drugs I do not need to stabilize me.  I want to get off asap",0,14
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been on Latuda for over two years. I feel a lot better,  though I am somewhat apathetic and don't want to bathe, cook, or clean house. I have to eat a large meal to stave off the nausea. When I have nausea,  I eat saltine crackers until I no longer feel sick. Other types of crackers work too. I take benztropine to prevent unconscious chewing. It doesn't stop the fidgeting and restlessness that I feel.",0,20
Lurasidone,<b>Latuda (lurasidone):</b>			 Been on latuda for 6 weeks and seen no  improvement with my depression. Still have suicidal thoughts and zero energy.,0,15
Lurasidone,"<b>Latuda (lurasidone):</b>			 This medication saved my life. I was so numb from bipolar depression that I literally lost all feelings; I did not have pleasure in anything, was not upset by anything, was not angry and basically had no personality. After two weeks on this, I got significantly better. Of course, I needed other meds, and finding those was difficult. This was the pillar medicine after which everything else became add on's. I was recently in Australia, and they don't have Latuda there, so I don't think I could live there! I've been hoping for the day when I can finally give a med a perfect score (because when I was sick all I did was dream of getting myself back), and now I can. Alleviates bipolar depression and any residual psychotic symptoms.",0,37
Lurasidone,<b>Latuda (lurasidone):</b>			 I have been severely suicidal for 15 years with no attempts in that time. Just could not escape the repetitive desire to escape my bad depression. Started taking Latuda 4 months ago 80mg and suicidal thoughts have diminished greatly. Problem sleeping now and some twitching doc put me up to 120mg and sleeping only 3 hours a night usually. I am 250 pounds and was 290 before bipolar medicine. Food cravings have pretty much ceased. Amazing thing is even with little sleep I am not having nearly as many haywire thoughts from my schizophrenia as I usually do without much sleep. Actually want to try now. I am back down to 80 mg and think I am going to halve that to 40mg in a week to get sleep back under control. Xanax and unisom are helping for sleep now,0,14
Lurasidone,"<b>Latuda (lurasidone):</b>			 I had been on Latudia 2 yrs with excellent results I feel it saved my life. But, due to being on Medicare now the cost is not covered. I am now on the roller coaster trying to find the right fit for my Bipolar. This is very depressing.",0,21
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been on Latuda for a little over a year now. It's been extremely helpful for both mania and depression. I had psychotic mixed episodes, which Lithium did not help. On Latuda, I feel stable and like myself. However, I have mild akathisia, meaning I don't twitch, but I feel horrible if I take it during the day. I take it at night before bed with Lorazepam as needed, (I am probably going to switch to a more regular sleep med soon) and that pretty much solved the problem. The only issue is that it is expensive, but thankfully I have insurance that covers it after my deductible.",0,25
Lurasidone,"<b>Latuda (lurasidone):</b>			 I recently started this medication after issues with my previous meds that lasted two and a hhalf years. Major improvements! I enjoy the clarity, the increase in motiviation (for finishing tasks and social experiences) and lack of 'fog' that used to cloud my mind. I'm a big guy, so I started on 80mg: which was way too strong. But after cutting the dose in half, I am actually looking and feeling better than I have for years; my therapist, psychiatrist, family and friends all notice an extremely postive difference and vocalize this almost every day :)  Taking it with dinner, though, seems to cause my mental and physical energy to dissipate rapidly. I go to bed much earlier than I'd like to, though.",0,36
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been dealing with mental health issues since I was about 19yr.s old and am 45 now. I have been on numerous medication, too many to count and I started taking latuda about 3 weeks ago. I also take trileptal, lamictal, litium, and prozac, and vyvance, and I can't begin to tell u how much better I feel. It just amazes me. I haven't snapped at anyone in a couple of weeks, my mood is the most stable its been in 20yrs. I actually like to be around people again. I'm not full of hate and anger. I have dealt with some serious nausea, vomiting, and headaches so it is very important to eat at least the recommended amount of calories, and its much better if I take it at night. I am very grateful I was willing to try latuda. Thank u.",0,29
Lurasidone,"<b>Latuda (lurasidone):</b>			 I wrote a few days ago on 11/13/15. I finally started feeling an increase in my mood over the weekend! It is still very early on, and I am only on Latuda 40mg, but this has left me feeling very optimistic! I got out of bed a little easier today, and when I got to work I had lots of energy. One of my friends texted me and I actually felt excited to text him back (most of my friends know that I'm hard to get a hold of since I've been so isolating). It's still early in the morning as I write this, and my depression tends to get worse toward the end of the work day since I don't know exactly what I will do with myself once I get home for the day, but I am feeling better and I can only hope things continue in this direction!",0,41
Lurasidone,"<b>Latuda (lurasidone):</b>			 I'm on day 6, @20 mg.  I've been waiting for this feeling for a long time.  I have energy, no brain fog, I don't feel like isolating myself, most of all I feel happy.  I'm having weird dreams but I can take that.  I'm not sitting on my assets for days without showering bc it was so laboring just to think much less move.  I don't ache in the way I have been for nearly 8 years.  I also feel like there's an open communication between my brain &amp; body now...before  I had great ideas of things to do but my body wasn't receiving the message.  I can think and remember things now. I got to a point where my head was so tired I had to keep my eyes closed and it's gone now.  This is going to change my life...that's amazing.  I can't wait!",0,46
Lurasidone,"<b>Latuda (lurasidone):</b>			 I take 20 mg of latuda in the am with 450 mg of wellbutrin and at night I take 60mg of latuda with 150mg trazadone, 60 mg of inderal and 1 mg of clondine per day as needed. Latuda has changed my life no more racing thoughts. No more bugging out in public or on people . Just have to eat with food because it does make me nauseous. I recommend this for young adults who are manic or have a personality disorder.",0,28
Lurasidone,"<b>Latuda (lurasidone):</b>			 The first time I took Latuda was in the hospital and I was put on 40 mg. I had a little nausea, but no other side effects. Later my psychiatrist raised the dose to 80 mg. That's when I started having severe akathisia and vomiting (no weight gain or loss though). It seemed almost intolerable, but I stuck with it for several months. I then switched to Abilify but soon was taken off antipsychotics all together. I was stable for several months, but then started having mania again. Recently, my psychiatrist recommended that I try Latuda at a smaller dose. I was skeptical, but I decided to try it. I love it! The dose is just enough to control my symptoms, and I've had no side effects. My new insurance is denying it though, so I'm on samples.",0,39
Lurasidone,<b>Latuda (lurasidone):</b>			 sever headaches and nausea.  Awaiting the phone call from my doctor to get me off it!,0,13
Lurasidone,"<b>Latuda (lurasidone):</b>			 Latuda has been a lifesaver. I've been battling crippling depression, suicide attempts and extreme mania. I have been through it all, tons of money and success to literally living out of a van. Latuda has completely equalized me and has allowed me to live a normal life. Bad akathesia as a side effect but if I take it at night I'm ok. Make sure to take this drug with food, that's vital!  Give it a try it may save your life :)",0,43
Lurasidone,"<b>Latuda (lurasidone):</b>			 I started taking Latuda in 2014 after I went off Lithium, and Lamotgrine just wasn't helping my depression side. Right away I noticed a difference. I think ever since my life has been doing well. I'm doing well in my professional life. I think of suicide very little now. I still have my ups and downs at times though, and I think a lot of it has to do with not eating right and exercising. When I do those things and take Latuda I feel great. Only thing I don't like about Latuda is if you don't take with enough food (vegetables not enough, you need something starchy at least 350 calories) you vomit or feel really sick. It feels like something foreign in your body. And it also makes me soooo tired! Sometimes I actually feel a little scared.",0,32
Lurasidone,"I was first put on 20mg, then 40mg. I was being treated for anxiety and depression. The first night, my entire arm went numb for a split second and I felt like I blacked out, which led to a panic attack. I was encouraged to keep going. Over the next few weeks, I felt tired, dizzy, I experienced blurry vision and the inability to focus. I have trouble sometimes processing spoken language, but this medicine made it so I couldn't even read very well. I've not been doing very well in school. I have been nauseated, exhausted, had missed periods, and after a few weeks I also started having insomnia and have not been able to sleep. I also had severe depression and violent urges. Nothing good has happened. This medicine is ruining me.",1,0
Lurasidone,"<b>Latuda (lurasidone):</b>			 For mixed mania sufferers. This medication did a wonderful job killing a severe mixed mania that I had last winter. Most symptoms vanished within a week, though some persisted for a little over a month. But this was on the minimal dose. Now for depression; it didn't exactly work wonders at all. In fact, I don't think it did anything. But again, a low dose at that point was 40 mg. But yes, take this for mixed episodes. It can really help!",0,14
Lurasidone,<b>Latuda (lurasidone):</b>			 My mother has been on this medication for about 3 months.  We have seen improvements.  However now the issue is she can't afford it. In Sept the portion she had to pay was $95.00  (high but do able) and in Oct she will have to pay $383.00.  what the heck...And she doesn't qualify for any of the coupon program out there....No in the process of trying to get her doctor to prescribe something cheaper.,0,19
Lurasidone,<b>Latuda (lurasidone):</b>			 After over a period of 17 years and trying a crazy amount of other drugs I'm happy to report I feel better then I have in 25 years. It's been a struggle. I'm no longer suicidal which is a miracle. I feel good but not flat. No side effects. Anyway good stuff. Perfect for me.,0,36
Lurasidone,<b>Latuda (lurasidone):</b>			 It made very aggressive that the police had to come to my house I don't recommend if your under 18,0,16
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been suffering with depression,anxiety and suicidal thinking since age 13. I'm now 27 and have been on many different meds. Nothing has ever worked for me until I got prescribed latuda. There are a few side effects like nausea and headaches but that's nothing compared to how I felt before. I take 40mg daily and recommend it to anyone who is bipolar or depressed. It  REALLY works for me. I can actually live a happy and fulfilling life now. Good luck to all of you. Stay happy :-)",0,40
Lurasidone,"<b>Latuda (lurasidone):</b>			 Took it for three days on third day had a breakdown while driving the medication made me very nervous and it ended with me having a severe anxiety attack, stopped taking it anxiety went away",0,17
Lurasidone,"<b>Latuda (lurasidone):</b>			 Wonderful drug if you are bipolar and type A personality, lots of energy and almost no side effects , I have to work out or run almost everyday and have a healthy diet if not the drug is too much to handle for me",0,32
Lurasidone,<b>Latuda (lurasidone):</b>			 I love latuda! After being prescribed countless different meds for my bipolar I can say latuda has been a life changer. I'm less manic my highs and lows feel pretty stable. I've only been on 40mg going on 3wks. I do make sure to take with at least 350 calories.,0,18
Lurasidone,"I started Latuda six months ago and I got my life back. I initially had an upset stomach for one week, which was relieved with food. No other side effects. After four weeks I felt good and after eight weeks I returned to myself. I had been diagnosed with severe treatment  resistant  depression for 2 1/2 years. I had tried all medications from different classes. I would highly recommend this  drug. Life saver.",10,1
Lurasidone,<b>Latuda (lurasidone):</b>			 Lauda has been a life saver for me. I am bi polar 1 with rapid cycling. I've been on this drug for about six months and I am happy and stable. The two things I recommend though are take it at night and take it with a meal. The first few months it made me so sleepy but that eventually wore off. Good luck!,0,39
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been battling bipolar the majority of my life. At one point I was on 8 different medications: lamictal, depakote, seroquel, elavil, neurontin, propranolol, a couple I can't think of.  My most recent doctor got me down to 3, the main one being Lithium. I began Latuda on 20mg for a week and now I'm on my 4th day at 40mg. Today is my second day with adverse side effects...extreme nausea, loss of appetite and diarrhea.  I trust this will pass as it did the first few weeks with lithium.  I have to say that I'm loving the med otherwise. I'm quicker to smile and slower to anger...I nearly feel in control.  Make sure you take with food and expect to be less than 100% for a couple of weeks.",0,38
Lurasidone,"I was hesitant to try this drug because of the side effects, mainly weight gain. I've been on it for 3 months and am taking 60 mg. I take it at night because it makes me sleepy. I've also put on a little weight but not much. The best part is my anxiety is gone.  With my insurance I was paying $125 a month so I went to a website looking for saving card and I found it. I now pay $15 a month. Huge difference!",0,0
Lurasidone,<b>Latuda (lurasidone):</b>			 Recently diagnosed bi polar. I was on Latuda 40mg and felt good. After two weeks of the 80mg that my psychiatrist prescribed me I started to notice severe depression. It would occur about 30 minutes after taking. I was even having suicidal thoughts which has never happened to me. The first night I stopped taking it I did not feel depressed at all. The med just didn't work for me. We are going to try Abilify next.,0,23
Lurasidone,"<b>Latuda (lurasidone):</b>			 For anyone setting on the fence about latuda please give it a try. Its new and has least side effects. After trying geodon, tegretol, abilify and others this past year and one other which suddenly made hair loss which was a side effect plus it really wasn't the best, I tried latuda, first week I felt confused etc. So I stopped taking it less than a week. Iam med sensitive big time, everyone suggested to try again for one month and I did and confused and forgetfulness etc passed in a weeks time and a month no side effects and I began to be my old self finally after two years. I'm happy and feel great. No anxiety or depression now. Very clear and focused and not forgetful. Concentration is great.20mg pm. Cymbalta am 60mg. Hope I helped",0,60
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have been taking this at 20mg for a week and have went from decent to violently ill ...vomiting, the runs, crippling headaches, muscle pain ... I stopped taking it today slowly starting to feel better...",0,16
Lurasidone,<b>Latuda (lurasidone):</b>			 I've only taken latuda for 4 days. I'd been diagnosed with bipolar several times in the last decade but too scared to try other meds. Was on Lexapro which made me feel warm and bundled up but not myself. I don't know how to say this but I'm feeling better than I have for 10 years. I forgot what it was like to be me. Taking it at night because it make me feel sleepy for a few hours. I just do things rather than want to sleep or come up with reasons not to do them. I found myself smiling today without a reason. I'm hoping this positive reaction will continue. If so I can't believe what a great drug this is.,0,55
Lurasidone,<b>Latuda (lurasidone):</b>			 Do not take this medicine without food! I cannot stress this enough! I forgot to take my meds with dinner tonight and remembered several hours later but forgot that I had to eat while taking it. Less than 5 minutes after taking it I became extremely nauseous and had to force myself to not throw up. It causes nausea anyways but this was awful. So Always eat something with this medicine.,0,35
Lurasidone,"<b>Latuda (lurasidone):</b>			 Because Abilify went to generic recently, my therapist could no longer give me samples, so I had to discontinue it and after going a month with only taking my Wellbutrin &amp; Xanax to help treat my Bi-polar disorder, I crashed!! My therapist suggested I try Latuda, but because I have serious side-effects from most drugs, I was hesitant! Finally decided, after reading a lot of reviews on here, to at least try it. I started on 20 mg and after 10 days, the only thing happening was a lot of vivid dreaming!  I was still anxious &amp; very depressed, so I increased my dosage to 40 mg and after 3 days, the depression &amp; anxiety lifted!  No nausea or weight gain, but very sleepy after a couple hours of taking &amp; still lots of crazy dreams!  I'm HAPPY again!",0,50
Lurasidone,"I have been on Latuda for just over a year. I find it very effective at eliminating my suicide ideation (I also have major depressive disorder). I take 10 to 20 mg per night. I also take 150 mg Wellbutrin XL per morning. I have had restless legs nearly my whole life at least since puberty and I am 57 years old. For about 18 months I have controlled restless legs with iron supplements. They're over-the-counter. They must be taken at least two hours after eating anything and at least two hours before eating anything in order to be effectively absorbed. I usually get relief at night by taking 28 mg equivalent tablets at mid morning and mid afternoon. Before doing this you should ask your doctor. I have had no problems from using iron. Latuda often causes restlessness, so ask your Dr!",10,0
Lurasidone,<b>Latuda (lurasidone):</b>			 I've been on so many medications since I was 13 I couldn't possibly remember nor list them all. One was abilify. I hated it. It made me extremely tired and fatigued. Latuda is by far the best medication I have ever been on. To bad it is so expensive.,0,33
Lurasidone,<b>Latuda (lurasidone):</b>			 I have had rapid cycling bipolar for years. My depression was always there even when I was at my best. I started taking latuda about 8 months ago and I've been without a major episode for 6 months. I think it's my miracle drug I haven't been this well in over 10 years.,0,50
Lurasidone,<b>Latuda (lurasidone):</b>			 Started taking 20 mg.  Makes me sleepy (like almost knocks me out) and had a headache for a few days. Week 2 Day 2 of upping  dose to 40 mg now sleepy &amp; nauseous.,0,17
Lurasidone,"<b>Latuda (lurasidone):</b>			 After 6 years of different meds that never worked I was put on 20mg of latuda. Didn't do anything, didn't work at all. Doc upped it to 40mg. Taking 40mg gave me maybe 3 weeks of terrible headaches and nausea. Then one morning I woke up and actually felt good, well rested, clear-headed...was such a strange feeling to me. Then I turned on some music and I actually FELT music again, I started dancing around while getting ready. Started reaching out socially, started exercising, and started actually taking a shower every morning again! I can not express in words how good and normal I feel, I actually feel things again. Latuda did a 180 degree change on my life, thanks to the researchers who created this drug, you guys are amazing!",0,87
Lurasidone,"<b>Latuda (lurasidone):</b>			 300 lithium, klonopin, 20 Latuda...I took the latuda for 3 weeks. With in 2 days it made me emotional.. I cried about everything. I thought maybe it was a temporary side effect.. after 3 weeks I quit taking it, I couldn't handle being so emotional. I've been off 4 days and I feel like I have regressed.",0,25
Lurasidone,<b>Latuda (lurasidone):</b>			 I had tried every medication that my doctor gave me for bipolar disorder and none of them worked. Then they put me on latuda. It worked wonderful for me. I was on it for a year and a half. Then I got tired of the tremors. I have been off of it for over 6 months now and I still have the tremors. I'm a diabetic and cause of the tremors I can't tell when my sugar is low. I also can't feel when it is high either. This medication works great for bipolar but the side effects suck.,0,22
Lurasidone,"<b>Latuda (lurasidone):</b>			 I've been on this medicine for 2 months now. They up'd my dosage every week as follows, 20mg, 40mg, 60mg, 60mg went to my check up and I still felt very irritable and mean so she bumped me to 80mg and said that should work. NO! I hated it! I felt like I was jumping out of my skin, I couldn't sit still and felt so antsy that I couldn't sleep. I had to drink a beer or take a Xanax to fall asleep. I decided to take matters in my own hands and dropped myself back down to 40mg and I feel great now. I have no depression and I feel alive again. My anxiety is still here but will be back on my Klonopins soon to help. I HAVE to take this with dinner or I feel nauseous.",0,29
Lurasidone,"<b>Latuda (lurasidone):</b>			 The only med that ever worked for me! Although it has major side effects like confusion, memory loss, and muscle aches. Thanks sunovion for making a wonderful product. Unfortunately  I can't take it right now cause I don't have insurance and 120 milligrams is 1200 bucks for a month.",0,28
Lurasidone,"Was giving this drug to control emotions that were suppressed for 20 yrs of abuse and trafficking. The 1st 2 weeks were great. More positive emotions, panic attacks were low then I had a P.T.S.D trigger and its like the medication did the opposite of what it was supposed to do. My moods became more depression erratic. No positive out look, not at a point of suicidal but close. I was sleeping constantly when taking this drug as well Went from taking 40 mg and feeling paralyzed in own body to taking 20mg and feeling somewhat like a human being. I am also taking ambien 7.5 mg .They took me off latuda earlier this week and placed me on xanax .5 mg  and I can already tell a difference . more positive and upbeat, also gained 20lbs in 2 months on it.",3,0
Lurasidone,"<b>Latuda (lurasidone):</b>			 Sure, I feel great. But I've gained 20 pounds. I was 125, now I'm nearly 150. I'm a teenager, I don't need this. I don't even know why they put me on this drug in the first place. Not to mention that my hands have been shakey and slow. I'm an artist. This just isn't right for me.",0,33
Lurasidone,<b>Latuda (lurasidone):</b>			 I have been on Latuda 80mg for 10 months now and can honestly say that it has changed my life. The first few weeks of adjusting to the medication was awful - I couldn't work and the nausea and headaches were out of this world. However now I feel as feel as good as new. It has stopped my hallucinations and has kept me balanced. It does make me very sedate after taking it so I only take it right before bedtime.,0,25
Lurasidone,"I've been on 20mg for about 10 days now.  It does make me very tired so I take it before bedtime.  My only concern is that my shoulders and lower neck are in constant discomfort, almost painful.  I hope this stops soon or I will stop the med.",7,0
Lurasidone,"<b>Latuda (lurasidone):</b>			 It's one of those pills that I dread having to take -- no matter what, without fail, it makes me feel sick to my stomach. It hasn't lessened in the least and sure, it's gone by morning, but in the meantime it's pure hell.",0,18
Lurasidone,"<b>Latuda (lurasidone):</b>			 When I took Latuda, I had terrible back spasms that lasted for hours. I couldn't stop moving and when I sat down I had to rock back and forth for any comfort. I know that maybe it was because I took 120 mg a day but, when I started taking lower doses with cogentin it was just getting worse. I now have been off of it for almost a year and I have never felt better except with the occasional back pain. I know this may not help you but, know that there are always going to be people out there to support you. They gave me this drug at that dose when I was fourteen and I know why. I hope this helps in any way",0,19
Lurasidone,"<b>Latuda (lurasidone):</b>			 After battling insurance to finally cover this med, I can't say the improvements in depression are worth the 1,000 price tag. After trying numerous medications for over 17 years to help with depression, I was really hoping for more. I would say that as an add on to Prozac, it is only somewhat effective. At first I was pleased by the lack of noticeable side effects compared to other antipsychotics. It didn't make me groggy during the day, nor did I experience any muscle twitches. However, at about the third month on 20 mg, I began getting severe akathesia shortly after ingesting. It manifested with inner restlessness (not normal for me), anxiety, and inability to stop moving. For me, this has gotten so unpleasant that I've decided to stop it.",0,29
Lurasidone,<b>Latuda (lurasidone):</b>			 I have taken this med twice in the past few years. Because of ECT I couldn't remember my prior experience but for some reason I was taken off it. I remember now. I experience crippling nausea and irritability. I makes me mean. Also within 15 minutes of taking it I'm so sick I have to lie down. I'm going to ask my psychiatrist to take me off it. I just can't function with so much nausea. :(,0,23
Lurasidone,<b>Latuda (lurasidone):</b>			 This drug is the devil.Its evil! Some drugs are not for everyone and this one is not for me! Be careful.,0,27
Lurasidone,"<b>Latuda (lurasidone):</b>			 I am on 80mg of Latuda, 1050 mg of Lithium, 12.5mg of Ambien CR and can say I feel normal and happy again. I got my life back!",0,28
Lurasidone,"<b>Latuda (lurasidone):</b>			 I have just started Latuda and I am so happy with it (I will update after I've been on it for a while).  I switched from Olanzapine and the difference is incredible. Olanzapine had me feeling groggy and tired. Latuda, from day one, has had my brain feeling clear and I've had my my energy back! My apartment is finally clean and I'm not losing everything all the time (seriously - I lost my phone daily before)  The only side effect is that I am super drowsy when I take it, which has to be with dinner, so the whole night I'm tired. I see this as a positive, because I used to be up all night on olanzapine.  Plus, I wake up in the morning and I'm wide awake! Latuda has been amazing!",0,56
Lurasidone,"<b>Latuda (lurasidone):</b>			 Dr. decided to try Latuda. The side effects completely outweighed the benefits for me. For a while I was able to tolerate the headaches and nausea, and enjoyed the mood improvement. I was actually able to feel true happiness in happy situations. But it also affected my menstrual cycle to where I was experiencing a full week of cramps (not normal for me) and was 2 weeks late (also not normal for me). Then the nausea just became vomiting every time I took the pill. So I stopped it. I really wished it would work because I liked the happiness I experienced and no mania.",0,13
Lurasidone,"<b>Latuda (lurasidone):</b>			 I was on 74mg of Latuda, gained 30lbs overnight and developed tardive dyskinesia. For me the side effects outweighed the therapeutic benefits.",0,22
Lurasidone,"I'm one of those unlucky people that doesn't really respond to antidepressants, so I need an antipsychotic to stabilize my mood.  I was on Seroquel for a many years but switched after the negative effects of my memory and concentration, which ended up being not so subtle; weight gain and oversleeping came a little while after as well, so I found it was time to switch. This is my best try so far after Seroquel, but that's not saying much.  Having to take this with food   needing to go to sleep pretty much Right After or else getting lost in a paranoid/anxious frenzy/limbo-type state is really quite challenging. I also get tired pretty early which I believe is due to the half-life of the medication (18 hours or so)",5,0
Lurasidone,"<b>Latuda (lurasidone):</b>			 I was on 20 mg Latuda with 300 mg Lithium. It was the most normal I have felt in a while. For me it has being weight neutral in comparison with Zyprexa. Zyprexa made me gain 5 pounds per day &amp; 80 pounds in a few days. Latuda gave me more energy to work out. Naturally, if I don't take meds I don't even have to work out &amp; have a fast metabolism &amp; loose weight easily. With meds I need to exercise. However, the main difference is that with Zyprexa I would exercise 5 times per week, 2 hours per day, eat healthy &amp; still gain a ton of weight. Latuda helps me maintain healthy weight. Unfortunately, my doctor for some reason decided to increase my Latuda doze to 40 mg. I am now having muscle spasm, around my eyes.",0,31
Lurasidone,<b>Latuda (lurasidone):</b>			 I've been on Latuda for around 8 months now.  I have a Dr appointment next week and I am going to ask to switch to something else or add another med to it.  I am tired all the time.  I can barely stay awake within an hour of taking it.  I am emotionless.  Never feel better than a 5 out of 10.  Don't feel happiness.  No joy in any activities.  It's definitely good at evening you out....too good.  It has not conquered my depression.  I find it hard to focus and it is starting to effect my job.  I just want to feel happy again.,0,27
Lurasidone,<b>Latuda (lurasidone):</b>			 40mg latuda Makes my arms hurt. Makes me feel high like a zombie take it at night only. I been getting a lil snappy towards people. I take trazadone 150 mg at night to sleep. Also take hydroxyzine 25mg as needed for anxiety. Bipolar I diagnose. . I hate meds...,0,20
Lurasidone,<b>Latuda (lurasidone):</b>			 I've been on Latuda for 8 months now. Got off Risperdal which made me zombie like. I am taking 120mg of Latuda and love this medication. It has been successful in treating my depression/irritability. I am also taking Viibryd and Welbutrin. I have experienced NO weight gain. I recommend giving this medication a try if all others fail.,0,45
Lurasidone,<b>Latuda (lurasidone):</b>			 This med did nothing for my Bipolar 1 disorder. It's very expensive if you do not have medical coverage,0,18
Lurasidone,<b>Latuda (lurasidone):</b>			 It did not help at all  and my doctor said there's no weight gain yet there was,0,26
Lurasidone,"<b>Latuda (lurasidone):</b>			 I've been taking Latuda for over a year now for bipolar 2.  It seemed to work well for a few months at 40mg, then stopped working.  Upped dose to 60, worked for a few months.  Increased again to 80, now ineffective.  Now I'm on lamotrigine concurrently - if that helps I will stop taking Latuda. Side effects have been very bad.  Never had a panic attack in my life until I took Latuda, now I've had several.  Nausea every time I take it.  Supposedly this medicine is weight-neutral, but I gained at least 30 pounds over the past year and a half (I didn't change my diet or exercise habits from before taking it).  Now I am eating better and working out, but I doubt if I can lose the weight until I'm off Latuda.  Hope to get off it soon!",0,24
